,Comment ID,Trust,Respondent ID,Date,Service type 1,Service type 2,FFT categorical answer,FFT question,FFT answer
7284,NEAS PTS 742 - Q2,NEAS,NEAS PTS 742,30/11/2021,PTS  - Patient Transport,,1,How could we improve?,"Very helpful, and friendly."
2797,NHFT 1568 - Q1,NHFT,NHFT 1568,13/04/2022,Forensic,High secure MH,4,What could we do better?,Don't drug people or detain people with no mental health issues. 
1522,NHFT 302 - Q1,NHFT,NHFT 302,27/07/2021,Forensic,Offender health,1,What could we do better?,Just continue what your doing!
4393,NEAS PTS 814 - Q1,NEAS,NEAS PTS 814,05/12/2021,PTS  - Patient Transport,,1,FFT Why?,"Nothing, driver couldn't be more helpful"
5510,NHFT 1176 - Q2,NHFT,NHFT 1176,25/01/2022,Community health services,South Notts,1,What was good?,Food. Good all round.
2256,NEAS 111 2315 - Q3,NEAS,NEAS 111 2315,30/06/2022,111,,1,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",Matter dealt with urgently.
3201,NEAS 111 2360 - Q1,NEAS,NEAS 111 2360,19/07/2022,111,,5,FFT Why?,Shorter wait times
6916,NHFT 803 - Q2,NHFT,NHFT 803,29/09/2021,Local partnerships- MH,Adult mental health,5,What was good?,"The actual appointment, I had."
5563,NHFT 1719 - Q2,NHFT,NHFT 1719,07/02/2022,,,7,What was good?,Nothing. 
5146,NHFT 1390 - Q1,NHFT,NHFT 1390,15/03/2022,Forensic,High secure women's service,2,What could we do better?,Some staff don't care.  More staff.  Better food. Better communication. 
2776,NHFT 1470 - Q2,NHFT,NHFT 1470,31/03/2022,Forensic,Low secure and CFS,2,What was good?,Being looked after while in COVID. 
3529,NEAS PTS 1176 - Q2,NEAS,NEAS PTS 1176,05/03/2022,PTS  - Patient Transport,,2,How could we improve?,Transport sometimes return patients home in dark and cold. May be better if Social services linked to patients on their own. Not going to care home or relatives. Patients go from busy noisy places 'poll's into nothing!
2994,NEAS 111 1597 - Q2,NEAS,NEAS 111 1597,18/02/2022,111,,1,How could we improve?,Very friendly and helpful 
6424,NEAS S&C 4282 - Q2,NEAS,NEAS S&C 4282,26/04/2022,See and Convey,,1,How could we improve?,I can't think how they could have done better. That's my experience anyway.
659,NEAS S&C 3746 - Q1,NEAS,NEAS S&C 3746,18/03/2022,See and Convey,,1,FFT Why?,I was treated with respect
5923,NEAS 111 1832 - Q2,NEAS,NEAS 111 1832,07/04/2022,111,,3,How could we improve?,"My 4 month old son was having breathing difficulties and 111 suggested an emergency ambulance was needed, it took 30 minutes to get through and the ambulance was going to take up to 3 hours to arrive. "
7552,NEAS PTS 1558 - Q2,NEAS,NEAS PTS 1558,30/06/2022,PTS  - Patient Transport,,4,How could we improve?,No help leaving transport to front door.
2303,NEAS 111 2491 - Q3,NEAS,NEAS 111 2491,02/08/2022,111,,4,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",111 telephone system excellentTreatment variable and time was lost thus delaying recovery
4219,NEAS S&C 5795 - Q1,NEAS,NEAS S&C 5795,08/09/2022,See and Convey,,1,FFT Why?,They were very helpful.  Friendly.put me at ease.   And very good taking me to hospital
7108,NHFT 1743 - Q2,NHFT,NHFT 1743,04/03/2022,,,1,What was good?,Being given a time frame as to when I can expect to have my surgery.
412,NEAS PTS 1776 - Q1,NEAS,NEAS PTS 1776,01/08/2022,PTS  - Patient Transport,,2,FFT Why?,I can’t investigate the reasons so can't offer any solutions.
5462,NHFT 1030 - Q2,NHFT,NHFT 1030,16/11/2021,Local partnerships- MH,Adult mental health,4,What was good?,Good location. Finally being discharged. Lovely reception staff.
973,NEAS S&C 6415 - Q1,NEAS,NEAS S&C 6415,28/09/2022,See and Convey,,1,FFT Why?,Very efficient and knowledgeable crew.
6878,NHFT 544 - Q1,NHFT,NHFT 544,13/09/2021,Forensic,Low secure and CFS,3,What could we do better?,"Food could be better.  More things to do construction, more staff. "
6296,NEAS S&C 3194 - Q2,NEAS,NEAS S&C 3194,27/01/2022,See and Convey,,1,How could we improve?,Nothing 
7738,NEAS S&C 5198 - Q1,NEAS,NEAS S&C 5198,29/06/2022,See and Convey,,1,FFT Why?,called 999 first responder attended and was brilliant.  he had a good idea of what was wrong- stopped me vomiting and reduced the pain - then because ambulance was not coming he made a call and arranged to take me into ambulatory ward for assessment.  his
3875,NEAS S&C 2862 - Q2,NEAS,NEAS S&C 2862,12/09/2021,See and Convey,,1,How could we improve?,Nothing
2010,NEAS 111 1395 - Q2,NEAS,NEAS 111 1395,31/12/2021,111,,4,How could we improve?,Waited 1 hour 30 mins in great pain.
6527,NEAS S&C 5158 - Q1,NEAS,NEAS S&C 5158,29/06/2022,See and Convey,,1,FFT Why?,Quick response and amazing staff
6547,NEAS S&C 5336 - Q2,NEAS,NEAS S&C 5336,06/07/2022,See and Convey,,5,How could we improve?,Attended much quicker.
2811,NHFT 1789 - Q1,NHFT,NHFT 1789,22/04/2022,Local partnerships- MH,Adult mental health,1,What could we do better?,Nothing.
7152,NHFT 1473 - Q2,NHFT,NHFT 1473,31/03/2022,Forensic,Low secure and CFS,1,What was good?,Bingo/coffee bar/drawing. 
3701,NEAS PTS 1692 - Q2,NEAS,NEAS PTS 1692,31/07/2022,PTS  - Patient Transport,,1,How could we improve?,The drivers are extra special. This is NHS Ambulance drivers not taxi.
3625,NEAS PTS 1464 - Q2,NEAS,NEAS PTS 1464,31/05/2022,PTS  - Patient Transport,,1,How could we improve?,Because they are prompt and early.
3955,NEAS S&C 3542 - Q2,NEAS,NEAS S&C 3542,2/28/2022,See and Convey,,5,How could we improve?,"If the Dr is going to ask for OBS such as respiratory rate, then she needs to believe what she is told. Our OBS were the same as the paramedics [unreadable ?could be OB6 or 086]"
3314,NEAS 111 2774 - Q2,NEAS,NEAS 111 2774,30/09/2022,111,,1,How could we improve?,111 service gave calm clear advice.
7073,NHFT 1965 - Q2,NHFT,NHFT 1965,01/02/2022,Local partnerships- MH,Mental health services for older people,7,What was good?,My psychiatrist is very helpful. 
1581,NHFT 582 - Q1,NHFT,NHFT 582,15/09/2021,Community health services,Children and young people,1,What could we do better?,"No, was all very good"
3062,NEAS 111 1850 - Q2,NEAS,NEAS 111 1850,08/04/2022,111,,1,How could we improve?,"Lady was lovely on the phone, she give me the best advice she could in my case it was to get a doctors appointment which i had tried for 2 days and on hold for 1 hour, i eventually got a doctors appointment after i told them i had been in touch with 111 and thats what they advised."
5409,NHFT 726 - Q1,NHFT,NHFT 726,30/09/2021,Forensic,High secure LD,1,What could we do better?,"Don't do enough session with me.
No staffing. "
6411,NEAS S&C 4172 - Q1,NEAS,NEAS S&C 4172,16/04/2022,See and Convey,,1,FFT Why?,Was told could be up to 1 hour 30 mins arrived less than 30 minutes
5652,NHFT 1538 - Q2,NHFT,NHFT 1538,10/04/2022,Local partnerships- MH,Mental health services for older people,1,What was good?,"Relaxing environment.
Kind and caring person talking to mum & myself.
Told what was going to happen next. "
1143,NHFT 785 - Q1,NHFT,NHFT 785,25/09/2021,Local partnerships- MH,Adult mental health,5,What could we do better?,"Communication need improving. I didn't even know I had been discharged. I found out when I rang the centre to speak to my CPN. I have been left feeling very unwell and no one cares. I would advise anyone not to use this service as you are left in a worse position, with no support."
4282,NEAS S&C 6339 - Q1,NEAS,NEAS S&C 6339,9/21/2022,See and Convey,,1,FFT Why?,Because there were here on time to see the patient.
2497,NHFT 531 - Q1,NHFT,NHFT 531,08/09/2021,Community health services,Specialist services,1,What could we do better?,I don't think anything need to improve.  
2754,NHFT 1397 - Q2,NHFT,NHFT 1397,22/03/2022,Community health services,South Notts,2,What was good?,"getting better, some staff not bad"
1366,NHFT 1405 - Q2,NHFT,NHFT 1405,29/03/2022,Forensic,High secure women's service,4,What was good?,I don't know.  The DRC staff are good with us tho. 
6652,NEAS S&C 6237 - Q2,NEAS,NEAS S&C 6237,14/09/2022,See and Convey,,1,How could we improve?,All was good
2970,NEAS 111 1509 - Q2,NEAS,NEAS 111 1509,31/01/2022,111,,2,How could we improve?,Arranged face to face appointment with doctor the same day.
2505,NHFT 557 - Q2,NHFT,NHFT 557,13/09/2021,Forensic,Low secure and CFS,2,What was good?,"Coffee bar in COVID.
Trips to Mapperley."
6342,NEAS S&C 3585 - Q2,NEAS,NEAS S&C 3585,08/03/2022,See and Convey,,2,How could we improve?,"The NEAS ambulance staff who attended on 7th feb 2022 were fab, really kind and caring towards the family and situation. They showed compassion and understanding, explained everything, what was just protocol and why. Explained why they needed to take him in to hospital, apologised that I couldn’t go with him but gave me an approx time to call the hospital for an update. They were amazing and I felt reassured that my husband was in good hands.The contracted out ambulance staff who attended on 23rd feb 2022 were abrupt and appeared reluctant to help. Some more patient care and communication with the patient, explaining why they wanted him to move when in severe pain and struggling to breathe and how they believed it would help him would have been better received rather than my husband struggling to utter the words “help me” and two staff just standing watching him. They seemed very uneasy when a family member showed up who was actually NEAS staff. They did not interfere with the ambulance staff but did try to get them to take my husbands medication to which they refused, which surprised my family member given the medication. They said it was just a panic attack, despite having a temperature and being deathly white in colour. Thankfully he got better care in the hospital. "
2165,NEAS 111 1978 - Q2,NEAS,NEAS 111 1978,03/05/2022,111,,1,How could we improve?,To the discuss with surgery doctor. 
1002,NHFT 81 - Q2,NHFT,NHFT 81,29/06/2021,Local partnerships- MH,Adult mental health,4,What was good?,The food is amazing. Male staff pay lots of attention to you and give you what you need.
984,NHFT 53 - Q2,NHFT,NHFT 53,07/06/2021,Community health services,Specialist services,1,What was good?,It was an interesting and informative course. I learned a great deal and I intend to implement the suggestions made.
4636,NEAS PTS 1546 - Q1,NEAS,NEAS PTS 1546,31/05/2022,PTS  - Patient Transport,,6,FFT Why?,You was very good.
2393,NHFT 39 - Q1,NHFT,NHFT 39,28/06/2021,Forensic,Arnold lodge,1,What could we do better?,Not many carings at the moment. 
2515,NHFT 585 - Q2,NHFT,NHFT 585,21/09/2021,Forensic,High secure MH,4,What was good?,it's xxxx
6688,NEAS 111 652 - Q1,NEAS,NEAS 111 652,31/07/2021,111,,4,FFT Why?,I would love to see a service that works efficiently. I struggled to understand what I needed to do to access the help I needed and English is my first language.
4524,NEAS PTS 1210 - Q1,NEAS,NEAS PTS 1210,31/03/2022,PTS  - Patient Transport,,1,FFT Why?,Satisfied with arranging.
1618,NHFT 700 - Q2,NHFT,NHFT 700,30/09/2021,Forensic,High secure women's service,2,What was good?,Like to got to DRC horticulture to see animals. 
2543,NHFT 693 - Q2,NHFT,NHFT 693,30/09/2021,Forensic,High secure PD pathway,2,What was good?,The psychology service has ben under strain but they have still delivered a very high standard of care and support here a the men's Personality Disorder core stream - bravo!.
6813,NHFT 258 - Q1,NHFT,NHFT 258,14/07/2021,Community health services,Children and young people,1,What could we do better?,Nothing.
3464,NEAS PTS 978 - Q2,NEAS,NEAS PTS 978,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,The driver sees a person in to reception. Even asks about a wheelchair.
7664,NEAS PTS 1897 - Q2,NEAS,NEAS PTS 1897,30/09/2022,PTS  - Patient Transport,,1,How could we improve?,Well they are very helpful and make sure you ok.
4996,NHFT 967 - Q2,NHFT,NHFT 967,02/11/2021,Forensic,Wathwood,2,What was good?,"Was understanding of each person differences, an overall approach to improve health. "
3718,NEAS PTS 1743 - Q2,NEAS,NEAS PTS 1743,01/08/2022,PTS  - Patient Transport,,1,How could we improve?,I was looked after really excellent.
6298,NEAS S&C 3211 - Q2,NEAS,NEAS S&C 3211,28/01/2022,See and Convey,,1,How could we improve?,This situation was handled brilliant there is nothing I could think of at all. 
6676,NEAS S&C 6441 - Q2,NEAS,NEAS S&C 6441,28/09/2022,See and Convey,,1,How could we improve?,Nope
2417,NHFT 174 - Q1,NHFT,NHFT 174,07/07/2021,Community health services,Specialist services,1,What could we do better?,Nothing.
6247,NEAS S&C 2778 - Q1,NEAS,NEAS S&C 2778,09/12/2021,See and Convey,,4,FFT Why?,"Waited almost 4 hours for an ambulance for my elderly mother who had breathing difficulties. When the ambulance needed to take her to hospital the paramedics needed to call ahead to the hospital but didn’t have the telephone numbers and no service on their mobiles, I had to look up the numbers for them"
3799,NEAS S&C 2216 - Q2,NEAS,NEAS S&C 2216,10/03/2021,See and Convey,,1,How could we improve?,Nothing really everything was very professional 
1276,NHFT 1856 - Q2,NHFT,NHFT 1856,01/02/2022,Local partnerships- MH,Adult mental health,7,What was good?,"Yes, until my psychiatrist retired.  "
5938,NEAS 111 1887 - Q2,NEAS,NEAS 111 1887,19/04/2022,111,,5,How could we improve?,"No listened to correctly,  waiting time too long and then told to ring a pharmacy when requesting an appointment for a 4 year old"
6776,NHFT 106 - Q2,NHFT,NHFT 106,02/07/2021,Local partnerships- MH,Mental health services for older people,5,What was good?,"Nothing in particular was good. 
Activities enjoyed, very good. "
6124,NEAS 111 2580 - Q2,NEAS,NEAS 111 2580,31/08/2022,111,,2,How could we improve?,Care staff of the home where I stayed phoned for me. Ambulance service were polite on arrival.
3569,NEAS PTS 1296 - Q2,NEAS,NEAS PTS 1296,30/04/2022,PTS  - Patient Transport,,1,How could we improve?,No change. Excellent service.
7033,NHFT 1183 - Q1,NHFT,NHFT 1183,28/01/2022,Local partnerships- MH,Adult mental health,1,What could we do better?,"I think you session could be longer in regard to certain patients, some people myself included, could've done with maybe two hours instead of an hour ore even and hour and half. "
235,NEAS PTS 1239 - Q1,NEAS,NEAS PTS 1239,31/03/2022,PTS  - Patient Transport,,1,FFT Why?,A call on the day of transport to say what time of arrival as [unreadable ? Apposed] to a two hour window.
3392,NEAS PTS 759 - Q2,NEAS,NEAS PTS 759,30/11/2021,PTS  - Patient Transport,,1,How could we improve?,"The ambulance men, women were very helpful to me. Could not fault them in any way."
7417,NEAS PTS 1150 - Q2,NEAS,NEAS PTS 1150,28/02/2022,PTS  - Patient Transport,,1,How could we improve?,The driver sees you to where one has to go. All ask do you want a wheelchair.
7199,NHFT 1647 - Q2,NHFT,NHFT 1647,10/05/2022,Local partnerships- MH,CAMHS,2,What was good?,"Excellent service, great understanding staff, made sure the whole family was supported. "
7597,NEAS PTS 1696 - Q2,NEAS,NEAS PTS 1696,31/07/2022,PTS  - Patient Transport,,1,How could we improve?,"Very prompt, helpful staff."
5056,NHFT 1182 - Q2,NHFT,NHFT 1182,28/01/2022,Local partnerships- MH,Mental health services for older people,1,What was good?,"Staff where very understanding, nothing was to big or small to sort.  Staff where very polite and listened to my needs, very approachable. "
